"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"25579",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR247","34","FZZNOE24",NA,47055.67
"25580",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR250","57","FZUROE07",1177.93,195908.68
"25581",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR251","58","FZSZOE27",1142.08,311461.52
"25582",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR252","80","FZUROE07",1125.1,383679.39
"25583",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR253","46","FZZMSK26",1186.12,327202.24
"25584",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR254","12","FZYUAS18",1099.7,358596.88
"25585",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR255","12","FZYUAS18",1103.13,352539.98
"25586",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR256","41","FZSZOE27",1142.93,333440.76
"25587",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR257","41","FZSZOE27",1073.47,317008.29
"25588",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR258","38","FZZNOE24",1056.2,364440.97
"25589",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR259","57","FZUROE07",1128.87,350531.58
"25590",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR262","28","FZZNOE24",1405.16,137026.09
"25591",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR264","19","FZZNOE24",1203.46,569274.97
"25592",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR266","46","FZZMSK26",1196,344080.25
"25593",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR267","76200","FZSBCH04",909.1,764157.05
"25594",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR272","04","FZSBOE01",1051.08,533544.89
"25595",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR274","75","FZUROE07",1046.93,399480.39
"25596",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR275","70","FZZNOE24",1329.03,372337.53
"25597",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR276","17","FZZNOE24",1202.34,453060.55
"25598",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR279","25","FZSBOE01",1114.08,515181.43
"25599",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR281","78","FZZNOE24",1195.82,376392.89
"25600",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR283","49","FZSZOE27",1178.76,282256.06
"25601",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR285","58","FZSZOE27",1084.55,313061.23
"25602",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR288","29","FZZNOE24",1167.98,125476.49
"25603",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR289","29","FZZNOE24",1161.63,387523.43
"25604",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR290","29","FZZNOE24",1137.21,338430.23
"25605",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR291","29","FZZNOE24",1166.52,163179.88
"25606",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR292","33","FZURKR12",1243.22,349777.18
"25607",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR293","58","FZSZOE27",1188.58,401344.06
"25608",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR294","18","FZYUVG17",1151.41,254063.06
"25609",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR299","29","FZZNOE24",1144.49,367521.94
"25610",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR302","28","FZZNOE24",1172.55,331903.5
"25611",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR305","18","FZYUVG17",NA,-32032.85
"25612",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR306","92","FZURKR12",1174.29,363496
"25613",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR307","92","FZURKR12",1146.79,351756.75
"25614",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR308","92","FZURKR12",1128.36,343759.43
"25615",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR309","38","FZZNOE24",1061.1,284359.86
"25616",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR312","28","FZZNOE24",1223.4,314638.82
"25617",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR313","19","FZZNOE24",NA,NA
"25618",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR315","19","FZZNOE24",1114.48,537872.73
"25619",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR316","19","FZZNOE24",1079.44,534726.93
"25620",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR319","37","FZUROE07",1018.47,506701.87
"25621",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR320","66","FZZNOE24",1126.63,322872.89
"25622",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR321","52","FZSBOM03",1103.64,575191.31
"25623",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR322","53","FZUROE07",1110.61,385946.41
"25624",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR323","71","FZURTU08",990.94,-118944.63
"25625",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR324","46","FZZMSK26",1164.46,275333.92
"25626",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR325","46","FZZMSK26",1159.3,276363.11
"25627",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR329","58","FZSZOE27",1165.69,230513.68
"25628",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR334","53","FZUROE07",1100.8,384466.96
"25629",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR335","22","FZZNOE24",1149.24,374380.58
"25630",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR336","22","FZZNOE24",1189.14,45704.47
"25631",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR337","86","FZSZOE27",1043.37,315903.28
"25632",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR341","61","FZZNOE24",1148.22,335308.59
"25633",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR342","61","FZZNOE24",NA,393903.1
"25634",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR343","66","FZZNOE24",1068.42,335218.12
"25635",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR346","04","FZSBOE01",968.07,533555.76
"25636",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR349","38","FZZNOE24",1058.53,337771.27
"25637",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR350","41","FZSZOE27",1112.13,350133.8
"25638",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR357","46","FZZMSK26",1196.31,352333.63
"25639",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR358","04","FZSBOE01",1030.85,572461.82
"25640",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR360","04","FZSBOE01",980.93,528113.27
"25641",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR361","94","FZURKR12",1094.28,308864.52
"25642",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR364","24","FZZNOE24",1120.45,403819.75
"25643",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR366","20","FZZNOE24",NA,88994.31
"25644",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR370","75","FZUROE07",1057.13,373475.94
"25645",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR371","46","FZZMSK26",1189.81,357724.21
"25646",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR374","28","FZZNOE24",1089.57,317965.01
"25647",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR378","65","FZUROE07",1100.31,404597.21
"25648",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR380","65","FZUROE07",1013.9,422832.63
"25649",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR381","66","FZZNOE24",1053.83,108309.27
"25650",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR385","80","FZUROE07",1275.89,86940.3
"25651",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR388","17","FZZNOE24",1678.77,82914.29
"25652",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR389","78","FZZNOE24",1213.06,390776.82
"25653",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR392","76200","FZSBCH04",980.8,779392.42
"25654",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR393","34","FZZNOE24",1101.75,372703.21
"25655",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR394","61","FZZNOE24",1202.22,354178.37
"25656",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR395","46","FZZMSK26",1163.41,367616.8
"25657",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR402","76200","FZSBCH04",969.01,765094.46
"25658",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR405","49","FZSZOE27",1092.98,312803.22
"25659",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR406","66","FZZNOE24",1130.78,345506.85
"25660",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR407","25","FZSBOE01",1143.28,530321.41
"25661",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR420","19","FZZNOE24",1137.59,532221.06
"25662",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR421","66","FZZNOE24",1096.58,325115.89
"25663",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR422","66","FZZNOE24",1116.64,374498.74
"25664",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR434","25","FZSBOE01",1193.39,514938.82
"25665",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR435","41","FZSZOE27",NA,NA
"25666",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR436","41","FZSZOE27",1096.34,341801.03
"25667",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR440","86","FZSZOE27",1090.69,266052.71
"25668",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR452","65","FZUROE07",1014.16,376894.94
"25669",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR453","65","FZUROE07",984.07,403537.54
"25670",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR456","04","FZSBOE01",978.38,548188.95
"25671",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR457","78","FZZNOE24",1283.6,170489
"25672",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR459","04","FZSBOE01",1060.02,565748.25
"25673",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR460","65","FZUROE07",1060.37,442604.91
"25674",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR463","65","FZUROE07",1020.45,415387
"25675",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR466","46","FZZMSK26",1194.55,370094.36
"25676",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR467","53","FZUROE07",1199.38,391118.24
"25677",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR468","76200","FZSBCH04",1076.14,760217.17
"25678",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR469","76200","FZSBCH04",1069.24,768014.07
"25679",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR471","76200","FZSBCH04",973.71,752441.42
"25680",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR475","57","FZUROE07",1081.06,404285.07
"25681",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR476","58","FZSZOE27",1086.48,305871.09
"25682",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR480","76200","FZSBCH04",1068.34,755989.92
"25683",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR481","04","FZSBOE01",969.38,530024.37
"25684",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR482","04","FZSBOE01",957.95,531555.87
"25685",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR483","25","FZSBOE01",1109.26,531394.55
"25686",2016-02-01,"МУП ""Объединение Истринские электросети""","ISTRSETI","POISTRS1","46","FZZMSK26",1180.34,361656.72
"25687",2016-02-01,"МУП ""Объединение Истринские электросети""","ISTRSETI","POISTRS2","46","FZZMSK26",1178.32,360641.31
"25688",2016-02-01,"АО ""Петербургская сбытовая компания""","LENENERG","POMSKENE","52","FZSBOM03",1031.12,526746.51
"25689",2016-02-01,"АО ""Петербургская сбытовая компания""","LENENERG","POMSKEZN","52","FZURTU08",1070.94,379753.92
"25690",2016-02-01,"ООО ""ИНТЕР РАО - Орловский энергосбыт""","IRAORLSB","PORELENE","54","FZZNOE24",1151.78,419477.04
"25691",2016-02-01,"ОАО ""ЭнергосбыТ Плюс""","ORENBENE","PORENBEN","53","FZUROE07",1101.35,394767.58
"25692",2016-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL1","53","FZUROE07",1096.85,404140.24
"25693",2016-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL2","53","FZUROE07",1091.42,396174.8
"25694",2016-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL3","53","FZUROE07",1100.24,391495.2
"25695",2016-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL4","53","FZUROE07",1120.47,388729.56
"25696",2016-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL5","53","FZUROE07",1106.28,395050.58
"25697",2016-02-01,"ООО ""ТНС энерго Пенза""","ENTREDIN","PPENZAEN","56","FZVLOE13",1115.71,354454.01
"25698",2016-02-01,"ПАО ""Пермэнергосбыт""","PERMENER","PPERMENE","57","FZUROE07",1082.16,391257.4
"25699",2016-02-01,"ОАО ""Псковэнергосбыт""","PSKOVENE","PPSKOVEN","58","FZSZOE27",1128.44,320871.75
"25700",2016-02-01,"ОАО ""Пятигорские электрические сети""","PYATELSE","PPYATELS","07","FZYUOE16",1613.7,514871.38
"25701",2016-02-01,"ООО ""РЭК""","REKKURSK","PREKKUR1","38","FZZNOE24",1096.56,370919.35
"25702",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO1","41","FZSZOE27",1051.78,334790.34
"25703",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO2","41","FZSZOE27",1094.63,340418.65
"25704",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO3","41","FZSZOE27",1089.68,332221.67
"25705",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO4","41","FZSZOE27",1083.06,334184.37
"25706",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO5","41","FZSZOE27",945.1,333276.89
"25707",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO6","41","FZSZOE27",1089.12,339261.26
"25708",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO7","41","FZSZOE27",1084.38,335255.68
"25709",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO8","41","FZSZOE27",1055.97,339678.47
"25710",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO9","41","FZSZOE27",1062.67,346124.38
"25711",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL10","41","FZSZOE27",1115.67,342223.67
"25712",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL11","41","FZSZOE27",1056.78,346481.82
"25713",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL12","41","FZSZOE27",1184.69,334306.48
"25714",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL13","41","FZSZOE27",1104.12,342923.77
"25715",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL14","41","FZSZOE27",1124.28,337465.39
"25716",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL15","41","FZSZOE27",1070.59,331400.9
"25717",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL16","41","FZSZOE27",1029.57,324160.85
"25718",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL17","41","FZSZOE27",1073.25,341332.02
"25719",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL18","41","FZSZOE27",1067.05,322943.99
"25720",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL27","41","FZSZOE27",1137.63,275637.87
"25721",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL28","41","FZSZOE27",1070.15,317268.18
"25722",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL30","41","FZSZOE27",1090.99,335642.24
"25723",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL31","41","FZSZOE27",1191.24,345641.18
"25724",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL32","41","FZSZOE27",1101.53,331864.28
"25725",2016-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL33","41","FZSZOE27",1067,341734.2
"25726",2016-02-01,"ОАО ""Роскоммунэнерго""","ROSKOMEN","PROSKOM1","65","FZUROE07",1038.17,418422.67
"25727",2016-02-01,"ПАО ""ТНС энерго Ростов-на-Дону""","ROSTOVEN","PROSTOVE","60","FZYUKU20",1339.07,481266.98
"25728",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDKL","47","FZSZKO28",851.41,353578.06
"25729",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDLE","41","FZSZOE27",1072.98,353357.67
"25730",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDRK","86","FZSZOE27",940.96,327361.15
"25731",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDS2","95","FZSBOE01",990.97,517476.92
"25732",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDVL","17","FZZNOE24",1128.54,369443.07
"25733",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD01","18","FZYUVG17",1136.45,290555.02
"25734",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD03","89","FZVLOE13",1159.71,352185.59
"25735",2016-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD07","33","FZURKR12",1125.43,350958.41
