TDATE;PCODE;PNAME;REGION_CODE;TCODE;P_NC_UNREG_AVG
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBOR257;390698.66
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";38;POBOR258;387432.09
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";57;POBOR259;299946.04
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR264;0
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";70;POBOR275;300583.3
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";25;POBOR279;157815
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR285;371278.45
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR289;386490.59
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR290;372039.63
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR291;333903.51
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";33;POBOR292;269985.03
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR299;374597.23
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR302;350510.18
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR312;409448.31
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR315;406793.94
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR316;402232.47
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBOR321;215533.01
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";53;POBOR322;378608.35
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR325;341508.23
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR329;339766.62
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBOR335;379213.97
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";86;POBOR337;364116.98
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";24;POBOR364;388515.08
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";75;POBOR370;311172.61
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR374;380588.25
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR392;450187.9
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR420;402269.58
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO10;365571.72
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO11;368336.22
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO12;366572.48
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO13;362613.89
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";53;POBORO14;385763.99
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";53;POBORO15;384424.14
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";53;POBORO16;351262.46
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";53;POBORO18;391648.66
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO19;375736.64
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO21;370702.62
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO22;371387.77
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBORO23;386847.65
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";25;POBORO24;-185656.6
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";94;POBORO25;381274.51
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO26;375905.82
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO27;369769.61
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO28;453619.75
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBORO30;367925.16
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO31;368501.54
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO32;367462.54
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO33;338623.74
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO34;276347.16
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";25;POBORO35;0
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO37;339509.95
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO38;370418.29
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO39;368680.79
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO40;382013.97
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBORO41;379015.52
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBORO42;376748.51
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";42;POBORO43;400941.34
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";20;POBORO44;374247.89
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";71;POBORO45;391936.58
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";71;POBORO46;385589.37
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO47;369541.4
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO48;377951.31
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";94;POBORO50;381209.63
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";01;POBORO51;411710.66
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";42;POBORO52;348567.17
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";03;POBORO53;423322.25
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO55;369996.46
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";71;POBORO56;391922.15
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";71;POBORO57;392068.1
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBORO58;390825.68
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBORO61;385334.7
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBORO62;381614.35
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBORO63;402532.78
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBORO64;347202.26
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBORO65;395794.6
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBORO66;402333.3
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO67;371282.14
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO68;349077.73
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBORO69;318927.1
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO70;367685.3
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";03;POBORO71;423427.68
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO72;369560
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO73;367247.83
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO74;381305.84
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";03;POBORO75;409775.52
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";01;POBORO76;416244.38
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBORO77;365710.18
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBORO79;387891.71
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBORO81;369193.33
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBORO82;348328.5
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBORO83;353021.1
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBORO84;354668.91
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBORO85;406476.34
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";20;POBORO86;383971.16
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";03;POBORO87;413621.2
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBORO88;388061.34
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBORO90;402451.07
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO91;351163.63
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";25;POBORO92;168472.33
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBORO93;444454.22
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";36;POBORO94;352447.02
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO96;373798.4
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";95;POBORO97;234823.07
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO98;375183.79
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBORO99;366522.64
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON1;362957.49
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON2;312581.37
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON3;294351.16
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON4;375897.69
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON5;367143.13
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON6;345314.73
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON7;372214.76
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON8;364272.65
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORON9;374346.31
2014-10-01;ISTRSETI;"Муниципальное унитарное предприятие Истринского муниципального района ""Объединение ""Истринские электросети""";46;POISTRS1;368307.58
2014-10-01;ISTRSETI;"Муниципальное унитарное предприятие Истринского муниципального района ""Объединение ""Истринские электросети""";46;POISTRS2;365938.25
2014-10-01;LENENERG;"ОАО ""Петербургская сбытовая компания""";52;POMSKENE;344932.45
2014-10-01;LENENERG;"ОАО ""Петербургская сбытовая компания""";52;POMSKEZN;383788.26
2014-10-01;IRAORLSB;"ООО ""ИНТЕР РАО - Орловский энергосбыт""";54;PORELENE;383506.73
2014-10-01;ORENBENE;"ОАО ""ЭнергосбыТ Плюс""";53;PORENBEN;393894.88
2014-10-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL1;390058.13
2014-10-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL2;387257.93
2014-10-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL3;389082.1
2014-10-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL4;391383.81
2014-10-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL5;392581.94
2014-10-01;ENTREDIN;"ООО ""ТНС энерго Пенза""";56;PPENZAEN;354468.63
2014-10-01;PERMENER;"ОАО ""Пермэнергосбыт""";57;PPERMENE;392840.43
2014-10-01;PSKOVENE;"ОАО ""Псковэнергосбыт""";58;PPSKOVEN;368913.39
2014-10-01;PYATELSE;"ОАО ""Пятигорские электрические сети""";07;PPYATELS;364652.57
2014-10-01;REKKURSK;"ООО ""РЭК""";38;PREKKUR1;383353.34
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL10;367694.48
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL11;370556.03
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL12;376160.6
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL13;368856.62
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL14;368360.93
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL15;364620.97
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL16;349642.31
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL17;369024.23
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL18;375495.89
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL27;
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO1;366005.02
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO2;368571.17
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO3;369176.32
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO4;365332.66
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO5;363962.14
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO6;368789.63
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO7;365824.91
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO8;366881.42
2014-10-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO9;368381.6
2014-10-01;ROSKOMEN;"ОАО ""Роскоммунэнерго""";65;PROSKOM1;394018.64
2014-10-01;ROSTOVEN;"ОАО ""Энергосбыт Ростовэнерго""";60;PROSTOVE;463621.88
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD01;369425.72
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";89;PRUSGD03;359539.7
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";33;PRUSGD07;383659.06
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD13;362235.55
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD24;370520.63
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD25;363281.45
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD26;352026.33
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD27;378076.09
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD29;369666.76
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";12;PRUSGD35;357174.43
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";46;PRUSGD36;369736.35
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";22;PRUSGD37;386467
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";53;PRUSGD38;392574.68
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";63;PRUSGD39;375010.1
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";78;PRUSGD47;388552.26
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";34;PRUSGD49;385090.36
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";25;PRUSGD52;241144.76
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";47;PRUSGDKL;383099.62
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";41;PRUSGDLE;374240.55
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";86;PRUSGDRK;372298.9
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";95;PRUSGDS2;240670.06
2014-10-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";17;PRUSGDVL;385601.92
2014-10-01;RYAZENGR;"ООО ""РГМЭК""";61;PRYAZEL1;385347.18
2014-10-01;RYAZENER;"ОАО ""РЭСК"" (г.Рязань)";61;PRYAZENE;391024.35
2014-10-01;SAMARAEN;"ОАО ""Самараэнерго""";36;PSAMARAE;357028.37
2014-10-01;SAMGESGP;"ЗАО ""СамГЭС"" (г.Самара)";36;PSAMELS1;367048.36
2014-10-01;SARATENE;"ОАО ""Саратовэнерго""";63;PSARATEN;369637.3
2014-10-01;SARGORES;"ООО ""СПГЭС""";63;PSARELS1;372877.86
2014-10-01;SEVKAVEN;"ОАО ""Севкавказэнерго""";90;PSEVKAVE;217300.26
2014-10-01;SEVEREKO;"ОАО ""Северная энергетическая компания""";71;PSEVKOM1;368781.27
2014-10-01;ATOMSBYT;"ОАО ""АтомЭнергоСбыт""";66;PSMOLENE;382850.21
2014-10-01;STAVRENE;"ОАО ""Ставропольэнергосбыт""";07;PSTAVREN;364504.09
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM10;365898.54
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM11;360251.82
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM12;364484.99
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM13;361746.16
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM14;375591.18
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM15;366114.96
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM16;369122.5
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM17;362938.37
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM18;371949.86
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM19;367141.45
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM20;368722.75
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM21;360753.56
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME1;374474.63
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME2;360177.77
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME3;365543.25
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME4;366612.85
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME5;367615.64
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME6;364593.82
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME7;366798.27
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME8;367886.59
2014-10-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME9;366280.49
2014-10-01;SVERDLEN;"ОАО ""Свердловэнергосбыт""";65;PSVERDLE;393257.47
2014-10-01;TAMBOVEN;"ОАО ""Тамбовская энергосбытовая компания""";68;PTAMBOVE;381168.91
2014-10-01;TATENERG;"ОАО ""Татэнергосбыт""";92;PTATENER;365907.38
2014-10-01;GPTOLESB;"ОАО ""ТЭК"" (г.Тольятти)";36;PTEKOMP1;354417.44
2014-10-01;TOLLENSB;"ООО ""ТЭС"" (г.Тольятти)";36;PTOLESB1;390063.44
2014-10-01;TOLLENSB;"ООО ""ТЭС"" (г.Тольятти)";36;PTOLESB2;352912.74
2014-10-01;TOMSKENE;"ОАО ""Томская энергосбытовая компания""";69;PTOMSKEN;295140.59
2014-10-01;TOMSKENE;"ОАО ""Томская энергосбытовая компания""";69;PTOMSKES;379868.36
2014-10-01;TOSKTOSK;"ОАО ""ТОСК""";68;PTOSKOM1;378386.15
2014-10-01;TROIELST;"МУП ""Троицкая электросеть""";46;PTROELS1;368754.22
2014-10-01;TULAENSK;"ОАО ""ТЭК"" (г.Тула)";70;PTULENER;384539.09
2014-10-01;TUMENENE;"ОАО ""Тюменская энергосбытовая компания""";71;PTUMENEN;381531.13
2014-10-01;ESVOSTOK;"ОАО ""ЭК ""Восток""";71;PTUMREG1;373638.48
2014-10-01;ESVOSTOK;"ОАО ""ЭК ""Восток""";71;PTUMREG2;374610.41
2014-10-01;ESVOSTOK;"ОАО ""ЭК ""Восток""";71;PTUMREG3;371944.75
2014-10-01;ESVOSTOK;"ОАО ""ЭК ""Восток""";71;PTUMREG4;371674.42
2014-10-01;ESVOSTOK;"ОАО ""ЭК ""Восток""";71;PTUMREG5;376792.46
2014-10-01;TUVASBYT;"ОАО ""Тываэнергосбыт""";93;PTUVENER;147850.96
2014-10-01;ATOMSBYT;"ОАО ""АтомЭнергоСбыт""";28;PTVERENE;379969.94
2014-10-01;MRSKCENT;"ОАО ""МРСК Центра""";28;PTVOBSK1;379541.47
2014-10-01;MRSKCENT;"ОАО ""МРСК Центра""";28;PTVOBSK2;379763.7
2014-10-01;MRSKCENT;"ОАО ""МРСК Центра""";28;PTVOBSK3;387085.19
2014-10-01;MRSKCENT;"ОАО ""МРСК Центра""";28;PTVOBSK4;383219.53
2014-10-01;UDMURTEN;"ОАО ""Удмуртская энергосбытовая компания""";94;PUDMURTE;381171.83
2014-10-01;ULYANENE;"ОАО ""Ульяновскэнерго""";73;PULYANEN;357049.23
2014-10-01;UGORTEKO;"ОАО ""ЮТЭК""";71;PUTEREK3;379933.65
2014-10-01;UGORTEKO;"ОАО ""ЮТЭК""";71;PUTEREK5;377835.19
2014-10-01;UGORTEKO;"ОАО ""ЮТЭК""";71;PUTEREK6;354697.45
2014-10-01;VOLGAESB;"ЗАО ""Волгаэнергосбыт""";22;PVENESB1;385722.73
2014-10-01;VITIMENS;"ЗАО ""Витимэнергосбыт""";25;PVITENSB;240182.26
2014-10-01;VLADIMEN;"ОАО ""Владимирэнергосбыт""";17;PVLADIME;383762.13
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSI10;381257.55
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS1;383005.43
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS2;379491.99
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS3;373459.13
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS4;382055.67
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS5;380671.91
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS6;383075.32
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS7;380951.24
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS8;384367.14
2014-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS9;378851.65
2014-10-01;VOLGOGEN;"ОАО ""Волгоградэнергосбыт""";18;PVOLGOGE;363695.61
2014-10-01;VOLOGENE;"ОАО ""Вологдаэнергосбыт""";19;PVOLOGEN;402859.57
2014-10-01;VORNEGEN;"ОАО ""Воронежская энергосбытовая компания""";20;PVORNEGE;389141.62
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN10;367778.26
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN11;370738.78
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN13;370190.34
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN15;371099.96
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN18;369812.21
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN27;374846.46
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKENE4;372899.7
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";12;PVSKENE5;360359.15
2014-10-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKENE6;371082.12
2014-10-01;ELSKVATT;"ООО ""Ватт-Электросбыт""";89;PWATTEL1;355339.62
2014-10-01;YARENERG;"ОАО ""ЯСК""";78;PYARENER;383261.78
2014-10-01;ZARINGES;"ООО ""Заринская горэлектросеть""";01;PZARELS1;244529.88
2014-11-01;ABAKANSB;"ООО ""Абаканэнергосбыт""";95;PABAKSB1;278684.93
2014-11-01;ABAKANSB;"ООО ""Абаканэнергосбыт""";95;PABAKSB2;278858.64
2014-11-01;ALEKSNSB;"ООО ""Алексинэнергосбыт""";70;PALEKSB1;330390.7
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE10;473754.46
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE11;471555.56
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE12;303581.51
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE13;470827.45
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE14;471066.96
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE15;471600.1
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN1;302103.3
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN2;455293.17
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN3;470882.82
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN4;469748.42
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN5;304706.86
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN6;472549.89
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN7;471620.8
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN8;471214.87
2014-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN9;470157.3
2014-11-01;ALTAENSB;"ОАО ""Алтайэнергосбыт""";01;PALTENER;440353.65
2014-11-01;ALTAENSB;"ОАО ""Алтайэнергосбыт""";84;PALTRESP;453175.21
2014-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK1;328946.6
2014-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK2;328626.14
2014-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK3;327847.6
2014-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK4;328794.09
